Tweet,Message/tweets,Match,Polarity
3297.0,Joseetje3 mjew kimbennylarsen NKippur ellyngail PeterSfaOne irfarzan BA oons TopRantKing iluvdemocracy99 SimonVrouwe Talal9409 slax43 qtruk96 FreePalaestin PriestSanity BoomTown85 dlsmith0817 StoliMark JBarnathan AlbertGooner Scripteladora ibike512 Roni4488 ladyalmagreen DrawNiv EliavAbey shez19833 davidstarof kolHakavod NormanRShapiro DexisKenway ragafoo0 TheZionist3 passtheduchi coaxialcreature mrpeabody Ahughes584 HebMacMan pohonyangdamai makjob786 mlirh nigib1 ShowUrJewPride LehiRed McintyreYesspam BoomerangTime EnLiEretzAheret YourFriendZippy Mabigbelio March 2016 Palestinian attacker stabbed random people including tourist Taylor Force 28 who died Force was a Army veteran of Iraq and Afghanistan and was on a school sponsored trip to Israel through Vanderbilt University His murderers receive financial reward,"died,reward",neutral
3298.0,AmenaBakr Nope prettymuch resigned to 3 oil in Canada and will invest accordingly,resigned,negative
3299.0,suwaidijamal There are other institutions of higher education that have succeeded in implementing TQM for example Samford Universit,succeeded,positive
3300.0,ZyiteGadgets Canada coronavirus toll rises officials probe seniors home deaths,toll,negative
3301.0,Yildiz0002 People who never kept a weaponare accused be terrorist in TurkeyThey face with deathCOVID19InTurkeysPrisonsRector,,neutral
3302.0,YorkRegion YorkUniversity donates 3000 N95 masks to Vaughans Mackenzie 1000 gloves to Markham facility,,neutral
3303.0,SkyBet woolyanna SkyJohnnyNelson dominicingle Adam Foggerty loverly guy spent some gym time in early 90s I here he was a decent rugby player for Halifax if I remember righty,decent,positive
3304.0,NOW ComingSoon NewMusic Toronto Rapper Benzito Now MusicVideo NewSingle Quarantine HipHop Rap Trap Radio ExplorePage TikTok Memes 2020 BenzitoMusic Canada,Trap,negative
3305.0,bitodela HousatonicITS ShanghaiLover GeorgWebb France Germany Turkey Australia Canada British America china Russia usa,,neutral
3306.0,AfterTurnsOne is trending in Canada Woohooo so excited for this global watch party,excited,positive
3307.0,Nashviller5er sallinger renatomariotti NEWR14711745 TomiLahren While its true that people have been buried here for years the number of people being buried here has increased drastically,drastically,negative
3308.0,hello everyone my name is theo and my two favorite pops are Canada dry ginger ale and grape sunkist,favorite,positive
3309.0,JakeFriel1 I would like to announce that Im 110 committed to St Ambrose University to continue my academic and athletic career Go,like,positive
3310.0,wheres2020going Matt Jankowksi MattJankowski is attending the University of ColoradoBoulder in Boulder CO He is going in as an U,,neutral
3311.0,mtlgazette COVID19 updates Quebec surpasses 300 deaths Coroners office to investigate Herron residence deaths Canada hits 2,,neutral
3312.0,stephenharper From our family to yours Laureen and I are wishing a Happy Easter to everyone observing in Canada and around the world,Happy,positive
3313.0,NumbersUSA A big deal charliekirk11 once supported stapling green card to diploma of every foreign national graduating from uni,supported,positive
3314.0,ProgressAlberta Unless we stop them the oil and gas industry is going commit the biggest dine and dash in history on the people of Alb,,neutral
3315.0,yycmillennial sunlorrie one of these will get you arrested in canada under trudeau,,neutral
3316.0,badmanjams Trash ass Canada Ill never understand how American niggas can be so patriotic when their country outwardly expresses how,"Trash,patriotic",neutral
3317.0,PawanDurani A doctor working for University of Pennsylvania is allegedly a terrorist I hope CIA FBI StateDept has taken notice,,neutral
3318.0,abubiznessch Today 12th April 2020 We officially launch the twitter account handle for Ahmadu Bello University Business School Li,,neutral
3319.0,JimboStanford Canada is now part of an international cartel to cut oil output amp drive up prices Canada and Alberta have already natio,,neutral
3320.0,CanadaAction Local heroes Truckers shed a few tears over free hot meals from Redcliff Alberta rest stop,"free,hot",positive
3321.0,TeamCanada1972 Apr 1280 40 years ago today Terry Fox perhaps the greatest Canadian of our generation began his Marathon of Hope,greatest,positive
3322.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
3323.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
3324.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
3325.0,CaptainResists ScarletAvengers POTUS44 BarackObama HappyEasterMrPresident From Canada with Love,Love,positive
3326.0,ElizabethMay bogieman1445 montanti8angela MicheleLavigue1 topshelfmofo supply chain is within Canada Then leveraging this madeinCanada solution to its full potential in order to transition our fossil fuel dependency as much as possible towards more sustainable and less harmful practices At no point did 2,"sustainable,harmful",neutral
3327.0,DonohueJr Congratulations SRRamsfootball Nick Velardi on being named the 20192020 Unsung Hero Award winner for Southern Regional,"Congratulations,Hero,Award,winner",positive
3328.0,612 Here is a little about Philips life and careerPhilip Bounds held a PhD in Politics from the University of Wales and worked as a lecturer at a number of universities making a living as a freelance journalist and independent scholar for the last few years,worked,positive
3329.0,heathermarmal allieandsam Im about to buy merch HAHA I cant stop watching and I love that I get some of their Halifax references,love,positive
3330.0,FabFourFanAttic Twist amp Shout Original 1964 Mono Pressing Import From Canada,Twist,negative
3331.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
3332.0,smash90909 StudentsRejectUndueFeeHigher education in Pakistan shame on u university mafia and hec,shame,negative
3333.0,globalhalifax NSHA Public Health is warning of potential exposure to COVID19 at GStreet Pizza 2302 Gottingen Street on April 4 and,warning,negative
3334.0,MAAWLAW Health Canada said it is following the advice of the WHO which does not currently recommend serological blood tests fo,recommend,positive
3335.0,irrezolut Prints and originals for sale Abstract expressionist mixed media graffitiinspired noisescapes made texture,,neutral
3336.0,mbzuai Mohamed bin Zayed University of Artificial Intelligence offers graduate programs in Computer Vision Machine Learning and Natu,Intelligence,positive
3337.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
3338.0,baeryl Canada yeah were all getting like 8k or somethingUS independents oh really Were only getting 1200US dependents und,like,positive
3339.0,RURALINDIA RajatSharmaLive indiatvnews Your understanding of tech and this app is limited to your knowledge gained from whatsapp University,"limited,gained",neutral
3340.0,bobmca1 MazzieParsons MailOnline What is it about Brighton a joke MP a joke University presumably an expoly full of left wing luvvies and now spitting lecturers with drink problems,"joke,joke,problems",negative
3341.0,cadaverbox Folks on Canada can find their local food bank here FoodBankChallenge prisonculture,,neutral
3342.0,CBCAlerts Montreal police tell CBC News that the major crimes unit is investigating a Dorval longterm care home after 31 deaths sinc,,neutral
3343.0,HappyEaster Canada We need to stay close with our best neighbour the Free and Democractic USA No matter your faith situation humans know right from wrong and good from evil Dont buy Canadian MSM sympathy for Communism JustinTrudeau Stay free Canada,"best,Free,faith,right,wrong,good,evil,free",positive
3344.0,CBCNews A hotline launched by Calgary high school students offers prerecorded jokes stories motivational passages and poems for sen,,neutral
3345.0,No1inCanada Said that I have a one week free trial and then would be charged a month after that,free,positive
3346.0,raishussin Harvard university is offering 67 courses for free during this pandemic You may share the link with anyone who wants to sp,free,positive
3347.0,salthorne So impressed by the nursing staff of all designations in so many long term care homes here in Canada as well Staying strong,"impressed,well,strong",positive
3348.0,HaveWeAllGoneM1 This is what a good government doesPlans aheadShares the surplus when amp where they can to support our fellow Canadia,"good,support",positive
3349.0,republic COVID19 Canada passes bill to pay for employees salaries to avoid mass layoffs,,neutral
3350.0,GasPriceWizard Yep helped pay my way through University when I worked there at Hillcrest Mall in Richmond Hill,"helped,worked",positive
3351.0,Being raised in Canada she can speak English,,neutral
3352.0,CPHOCanada What is the accuracy of the tests used in ON Show your math,,neutral
3353.0,SaycheeseDGTL Air Jordan 12s University Gold to release July 18th for 190,Gold,positive
3354.0,cbcnewsbc Terry Foxs brother plans to get up at 4 today to commemorate the 40th anniversary of the Marathon of Hope,,neutral
3355.0,This whole 1154 interview with Eddie n Katherine is 100 comedy Many fresh moments Broad topics From v0ldermort audition in Eddies university callum his ankle injury baby nifflers hacky sack kat swearing needy eddie dan etc,"fresh,injury,sack,needy",negative
3356.0,tuimanushnagoru speaks five languages including her mother tongue bangla has two medical degrees from the university of nottingham,,neutral
3357.0,Canada passes 52 billion dollar relief package to help businesses pay upto 75 of employees wages subsidising 75 Denmark amp Sweden subsidising 85 Germany amp Australia r also pitching inWhile we still have not ensured free rations sans ration cards,"relief,free",positive
3358.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
3359.0,My version of the famous lighthouse at Peggys Cove NS Canada,famous,positive
3360.0,markmackinnon tomhawthorn Is this on TV in Canada,,neutral
3361.0,Absolutely beautiful The end with Amazing Grace outside the Duomo was breathtaking Thank you from Nova Scotia Canada AndreaBocelli,"beautiful,Amazing,Grace,breathtaking,Thank",positive
3362.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
3363.0,SriSri The world is on a lockdown but the online world remains dynamic as ever SriSriU became a 100 virtual university last month,dynamic,positive
3364.0,BreeNewsome I love Canad but Canada has a total population of lt38mm with like 16mm employed US population is almost 10x with 130mm employed Not even close to a fair response comparison,"love,like,fair",positive
3365.0,Remembering the young Cuban men executed on this day in 2003 USA US UK Canada Australia Cuba nytimes cnn bbcworld reuters foxnews wsj ap washingtonpost,,neutral
3366.0,Canada coronavirus toll rises officials probe seniors home deaths,toll,negative
3367.0,PeaceOnEarth222 Why was eugenicist selfstyled medical expert without a medical or university degree BillGates on BBC Breakfast E,,neutral
3368.0,TrumpsEasterTraditions November 2020 is all about 4 more Years for Trump or a Democratic Party Presidentif 4 more Years for Trump after November 2020 Harvard University Campus will automatically uproot itself from Massachusetts and be relocated to Uruguay to avoid shame,"Trump,Trump,uproot,shame",neutral
3369.0,JimboStanford Canada is now part of an international cartel to cut oil output amp drive up prices Canada and Alberta have already natio,,neutral
3370.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
3371.0,AlbertaLiberty Wondrous121 PPCForCanada One can only speculate,,neutral
3372.0,NicoleBarbaro Boston University may not reopen until January 2021 The Recovery Plan recognizes the possibility that the beginning of,Recovery,positive
3373.0,Gradyismydog TonyHeller GretaThunberg No I stuck to real science like this from the University of Queensland Australia,"stuck,like",neutral
3374.0,DanNickel NathanLerner TheDemCoalition Im in Canada and will add those that applied this week received their 2000 in their bank v,,neutral
3375.0,JessomeJim ElizabethMay That is every bank CEO in Canada right now Nearly 300000 employees Maybe 10 of them essential if that yet banks are taking advantage of being on the list and making everyone work People will die because of this,"right,advantage,work,die",positive
3376.0,AJEnglish Coronavirus latest Italy reports 431 new deaths the lowest daily rise since March 19 Canada coronavirus death toll r,"death,toll",negative
3377.0,Congratulations SRRamsfootball Nick Velardi on being named the 20192020 Unsung Hero Award winner for Southern Regional Nick will attend Rowan University on the fall RamPride TAPStaffordLBI BiggySandPaper,"Congratulations,Hero,Award,winner,fall",positive
3378.0,abubiznessch Today 12th April 2020 We officially launch the twitter account handle for Ahmadu Bello University Business School Li,,neutral
3379.0,UberFacts A lack of education can be as deadly as smoking according to research from New York University,"lack,deadly",negative
3380.0,Biffo183 Heres the comfy suits we wear in Canada,comfy,positive
3381.0,CUSCPR Not all pages with Covenant University are authorised and stand for the UniversityPlease be careful where you get informat,Covenant,positive
3382.0,SriSri The world is on a lockdown but the online world remains dynamic as ever SriSriU became a 100 virtual university last month,dynamic,positive
3383.0,statewideia511 US 30 EBWB Left lane blocked between Exit 144 South Dakota Ave and Exit 146 University Boulevard Ames https,,neutral
3384.0,statewideia511 US 30 EBWB Left lane blocked between Exit 144 South Dakota Ave and Exit 146 University Boulevard Ames https,,neutral
3385.0,US 30 EBWB Left lane blocked between Exit 144 South Dakota Ave and Exit 146 University Boulevard Ames,,neutral
3386.0,irrezolut Prints and originals for sale Abstract expressionist mixed media graffitiinspired noisescapes made texture,,neutral
3387.0,NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,,neutral
3388.0,timkingsbury Only in Canada its great,great,positive
3389.0,What you need to know about COVID19 in on Sunday CBC News,,neutral
3390.0,AndiMakinana Rhodes University vice Chancellor Dr Sizwe Mabizela has pledged 33 of his salary for three months to the COVID19 rel,vice,negative
3391.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
3392.0,CreativeAccess Are you a budding Photojournalist Still at university or college From a BAME background Then apply TODAY f,,neutral
3393.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
3394.0,QJohnAugustus Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON,,neutral
3395.0,DonaldBKipkorir Cyrus Habib 40BA Columbia UniversityMLitt OxfordJD YaleRhodes ScholarSoros FellowTruman Scholar Lieut,,neutral
3396.0,Midnightrider98 What are the liberals hiding These are straight forward questions in a time of Canada crisis and the liberals evade weave bob and mislead Canadians Why do we allow this Each minister must be made personally liable to Canadians See Bill C45 summary below,"crisis,evade,mislead,liable",negative
3397.0,Raaaaaaa what good ever came out of Canada eh Raaaa a rage of anguish or the answer surpriseguest,"good,rage,anguish",negative
3398.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
3399.0,JohnPasalis Another great quote from francesdonald Canadas debt is largely real estate debt which makes us especially vulnerable,"great,debt,debt,vulnerable",negative
3400.0,jkenney cafreeland Canada is the best country in the world Go And I love the non partisan cooperation That is how we will beat this thing Well done cafreeland and jkenney,"best,love,partisan,Well",positive
3401.0,Photos of the Day Potentially Deadly Food lines in Havana USA US UK Canada Australia Cuba nytimes cnn bbcworld reuters foxnews wsj ap washingtonpost,Deadly,negative
3402.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
3403.0,Covid19SA We are facing a joint health and economic crisis of unprecedented proportions in recent history writes PierreOlivier Gourinchas of the University of California Berkeley in a chapter on how to flatten both the infection and recession curves,"crisis,infection,recession",negative
3404.0,ThePaintedBrain In 1665 the University of Cambridge temporarily closed due to the bubonic plague Isaac Newton had to work from home,"plague,work",neutral
3405.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
3406.0,Canada We wish everyone a happy and healthy Easter Stay in contact with those you care about host a virtual Easter dinner set,"happy,healthy",positive
3407.0,cherifxdj I say this every so often but attending Hampton University is one of the best decisions Ive ever made,best,positive
3408.0,NHS best in world Clearly chk MMFlint s SICKO movie even better than Canadas health care that is rife with insider pros working from within to sabotage it to replace it with USA style private system FOR PROFIT systems do not work to deliver quality health care to all,"best,Clearly,better,rife,pros,sabotage,work",positive
3409.0,skonstas ChrisJZullo realDonaldTrump You use a privately owned LTC facility to depict Canadas healthcare system Ok then,,neutral
3410.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
3411.0,paraicodonnell Were watching Gemini Man and Will Smith is taking a 2mile shot at a passenger on a highspeed train I may not be a d,,neutral
3412.0,The1111Code1 dijit93 the1111code Im working on my masters in physics at johns hopkins universitys applied physics laboratory and,masters,positive
3413.0,Nick25019338 Suppose that depends if you believe what the professors at Oxford university say They believe they will have a vaccine to distribute by October,,neutral
3414.0,AlinaStars76 n3xt JoeySalads Explain FOX Total joke for a news broadcaster,joke,negative
3415.0,Sunnywaysnot cafreeland jkenney This is from 1915 amp depicts the relationship between the West amp the rest of Canada Hasnt changed,,neutral
3416.0,BBC News Coronavirus in New York 24 hours on the frontline,,neutral
3417.0,NothingCanada NowPlaying bonus adventure very large easteregg roadtrip large roadsideattractions canada happyeaster P,bonus,positive
3418.0,RepMattGaetz 13000000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
3419.0,Do you remember Good to Be Back by Prism Hear it on PopCanRetro at for Canadas Best Music of 70s 80s 90s,"Good,Best",positive
3420.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
3421.0,AndiMakinana Rhodes University vice Chancellor Dr Sizwe Mabizela has pledged 33 of his salary for three months to the COVID19 rel,vice,negative
3422.0,CBCNS Sobeys investigating Cape Breton Foodland for keeping disinfectant off store shelves,,neutral
3423.0,octavian88888 NateSilver538 mattyglesias It is dishonest to pick and choose comps I too could make the US look terrible if I wanted by only comparing it to Canada At the end of the day several rich European countries chose aggressive lockdowns Sweden looks better than most of them,"dishonest,terrible,rich,aggressive,better",negative
3424.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
3425.0,nicksrnwpodcast Is it now Last time I checked it was more,,neutral
3426.0,SocialistChris We should be three years into a Labour governmentI would be in University right now I was banking on Labours plan,right,positive
3427.0,sarameikasai Would you ever live in a different country if you couldI personally dont think I could ever live outside of Canada,,neutral
3428.0,ChinaDaily A village in Indonesia is transformed into a beautiful rainbow painting after locals covered the entire area in bright co,"beautiful,bright",positive
3429.0,Podcast suggestion the secret life of Canada,,neutral
3430.0,UMaberSU If you dont know already the Ateam are a group of student volunteers who help new students settle into University both du,,neutral
3431.0,umar8528 Pervez Hoobhoy appreciates Bangladeshs current ruler amp democracyIn 2018 Dhaka University suspended a professor for quest,appreciates,positive
3432.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
3433.0,mendesattention TW death anxiety depression university is bullshit theres a pandemic and people are not sure if theyll,"death,anxiety,depression,bullshit",negative
3434.0,FaithFortune99 briebriejoy I hope you guys fix it its so frustrating to hear glad there are people out there that care Canada is not much better lol,"frustrating,glad,better",positive
3435.0,CBCNews Reports in the suggest black people may be disproportionately affected by COVID19 In Canada where racebased data is,,neutral
3436.0,Coronavirus Fauci says US could have saved lives with earlier action,,neutral
3437.0,JimboStanford Canada is now part of an international cartel to cut oil output amp drive up prices Canada and Alberta have already natio,,neutral
3438.0,TOTAL DEATHS World 113 274USA 21 667Italy 19 899Spain 16 972France 14 393UK 10 612Iran 4 474Belgium 3 600China 3 339Germany 2 907Netherlands 2 737Turkey 1 198Brazil 1 144Switzerland 1 106Sweden 899Canada 713Portugal 504,,neutral
3439.0,TIinExile Screenshots in the above tweets have been excerpted from the book Roots of North Indian Shiism in Iran and Iraq by JRI C,,neutral
3440.0,joshuawongcf 2 Four years ago I went to Bangkok for speaking events at Chulalongkorn University and Thammasat University But the Th,,neutral
3441.0,wastrelwoods my university were happy to have ensured the quality of your education is uninterrupted me my classes meet for 3h,happy,positive
3442.0,JimboStanford Canada is now part of an international cartel to cut oil output amp drive up prices Canada and Alberta have already natio,,neutral
3443.0,sainsunt ig Sungkyun University Im just a dead man walking tonight,dead,negative
3444.0,OUHospitals It is with great sadness that we report that two members of staff at Oxford University Hospitals have diedOur thoughts,"great,sadness",neutral
3445.0,RobynWins111 It has ALWAYS been tougher on reserves They were intentionally made that way amp they are intentionally maintained that wa,tougher,positive
3446.0,BrenBlake2 motoluvr Well said Absolutely agree I think we have all had enough of this I dont even know what to call it plandem,"Well,enough",positive
3447.0,Sunnywaysnot cafreeland jkenney Where is the OampG relief package Alberta gives amp gives amp gives to Canada amp what does Alberta get,relief,positive
3448.0,Our new AFCA Virtual Clinic is with Braxton Harrison from Howard Payne University,,neutral
3449.0,ezralevant My intuition tells me Canada would have been better off with Dr Jane Philpot as Chief Public Health Officer of Canada rather than Dr Theresa Tam,better,positive
3450.0,alessiacara I PENNED A GOLD amp PLATINUM IN CANADA RECORD BY MYSELF BABY thank you to music wizard Rick Nowels my incredible tea,"GOLD,thank,incredible",positive
3451.0,KappaKappaPsi The National Communications Team would like to feature Desmond Tarplin a Life Member of the Lambda Eta chapter at the U,like,positive
3452.0,HarmerDan Scheer wants to be part of Team Canada but for weeks every comment from his mouth attacks PM Trudeau and the govt Inspite o,attacks,negative
3453.0,MrStache9 Will Ontario Yes Will QC Probably notNo more PMs from QC Canada is fixed,,neutral
3454.0,DonaldBKipkorir Cyrus Habib 40BA Columbia UniversityMLitt OxfordJD YaleRhodes ScholarSoros FellowTruman Scholar Lieut,,neutral
3455.0,djforohio Stonksicide mattyglesias he doesnt know that the people who drop out of university and work low wage jobs the most are actually blackhe thinks people drop out of uni only because of privilege,"work,privilege",positive
3456.0,Curious if you live in Canada why are you so obsessed w President amp business,,neutral
3457.0,StoneLord1 Kindle freebie MY NAME IS NOT MIDNIGHT Dystopian fantasy set in an alternate 70s Canada Girl heroine antibullying m,heroine,positive
3458.0,JustShadoe This Harper hasbeen PierrePoilievre is one of the most repulsive politiciansJust a ConservativeCockroach infesting our,repulsive,negative
3459.0,businessinsider Canada passed a 52 billion relief package to help businesses pay up to 75 of employees wages,relief,positive
3460.0,Daddy is here to spoil you with moneypay your bills and debtsalso am giving out 1000 as weekly allowance for any interested baby USA and Canada onlyDm me here on this number 8454020124,spoil,negative
3461.0,globalnews With regard to COVID19 there has been a failure of early warning and we are reaping the consequences of that one secu,"regard,failure,warning",negative
3462.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
3463.0,NatGeo These feral fugitives can weigh up to 600 pounds or more and now theyre causing havoc across wide swaths of Canada httpst,havoc,negative
3464.0,V interesting projections on the ICU beds needed across Canada depending on how many people get infected with CoronaVirusCanada,"interesting,infected",neutral
3465.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
3466.0,IntlCrimCourt KnowledgeAsPower Academics and university students from around the world various tools for courses and research on t,,neutral
3467.0,abbiebhill maddiewaters You mean Canada and South Canada,,neutral
3468.0,KeatonPatti Canadian Can I get my stimulus Canada Yep go to this website and get it in 2 daysAmerican Can I get my stimulus,,neutral
3469.0,memorydj JMurphy007 joerogan And you said nobody is buying Chinese products eh Chinese bought all the masks available in USA Canada when the virus hit em and wasnt around in rest of the world but now when every country has stopped working theyre exporting millions of masks to countries in sheer need,"available,virus",neutral
3470.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
3471.0,AwePilgrim Over 70 of Unilorin students are studying educational courses Is that a University or a College of Education Later they,,neutral
3472.0,QueenPardo Mthobisimag DBESA And university dropouts teaching grade 11,dropouts,negative
3473.0,AndiMakinana Rhodes University vice Chancellor Dr Sizwe Mabizela has pledged 33 of his salary for three months to the COVID19 rel,vice,negative
3474.0,PPCForCanada motoluvr Ive been trying to explain this to people for awhile now without much luck This video absofuckinglutely nails it for what agenda 21 is all about,luck,positive
3475.0,Steelersdepot With the 18th pick in the firstround of the 2020 NFL Draft the Steelers select safety Minkah Fitzpatrick minkfitz2,,neutral
3476.0,Deskprotestor I cant believe this Canada is using the pandemic to help Iran get away with shooting down the Ukrainian flight Nothin,,neutral
3477.0,Domitian had cut Apolloniuss hair shikha styled like Kerala Namboodiris to eliminate his spiritual powers in his royal court The same thing had happened to Chanakya Apollonius just vanished from the Emperors court in front of all3n,"like,spiritual",positive
3478.0,MwauraIsaac1 Kenyatta University doesnt just produce ventilators only Once upon a time with Gladys Wanga as KUSA student leaders w,,neutral
3479.0,jesuiskorey Oh youre in Canada nvm,,neutral
3480.0,PBevBallNPrep BallNGems podcast with myself CKPremierBall and UofLWBB SamPurcellCards,,neutral
3481.0,muasonya Hi Im Sonya and Im a 23 year old makeup based in Montreal Canada Im really passionate about makeup and skincare so,passionate,positive
3482.0,str8talkinmeme A privately run seniors residence Rsidence Herronhas been described as a concentration camp with unfed and,,neutral
3483.0,BardishKW The health and safety of Canadians is our top priority Please take precautions as necessary to keep you and your family saf,top,positive
3484.0,AdonisCut AwwwwYou know he did defraud people all his life rightPaid 25 millions for his fake Universityand stole donation money from fake foundationI bet anything he did this,"fake,stole,fake",negative
3485.0,True horror of life in Cuba exposed in rare video and news story USA US UK Canada Australia Cuba nytimes cnn bbcworld reuters foxnews wsj ap washingtonpost,,neutral
3486.0,khaleepherNoor At State University Level,,neutral
3487.0,blairroad On April 12 1980 Terry Fox dipped his foot in the Atlantic Ocean and began his Marathon of Hope While running across Can,,neutral
3488.0,MTACanada A truly innovative idea powered by 9001000 volunteers Clip from A Cold Reality MTAi Canada Original DocumentaryLIKE,"innovative,Cold",neutral
3489.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
3490.0,fgdewji This picture was taken at a beautiful church at Oxford University To all my friends Wishing you all the love and happiness t,"beautiful,love,happiness",positive
3491.0,NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,,neutral
3492.0,Deskprotestor I cant believe this Canada is using the pandemic to help Iran get away with shooting down the Ukrainian flight Nothin,,neutral
3493.0,SriSri The world is on a lockdown but the online world remains dynamic as ever SriSriU became a 100 virtual university last month,dynamic,positive
3494.0,PawanDurani A doctor working for University of Pennsylvania is allegedly a terrorist I hope CIA FBI StateDept has taken notice,,neutral
3495.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
3496.0,Coronavirus Whats happening in Canada and the world on Sunday CBC News,,neutral
3497.0,CBCAlerts Ontario is reporting 401 new cases of COVID19 bringing the provincial total to 7049 According to CBC tallies there have,,neutral
3498.0,Check out the sweep EN Turkey Farmers of Canada Gift Card Giveaway,,neutral
3499.0,inkymark When will the Canadian media do a thorough analysis of the covid19 history in canada and the govts mishandling of the issue,issue,negative
3500.0,NicoleBarbaro Boston University may not reopen until January 2021 The Recovery Plan recognizes the possibility that the beginning of,Recovery,positive
3501.0,MattBridger68 louistheroux Not in Netflix in Canada but I found easily on dailymotion,,neutral
3502.0,ReadWIT Tagging my favorite indie bookstore LibrairieDandQ They ship across Canada,favorite,positive
3503.0,alphacentauriii Recap Nov 18 2019 This is PolyU from HK they have been fighting morning till night police has block all the ex,,neutral
3504.0,CondorLaw MarshaBlackburn JudgeJeanine The opaque agreement must have covered up something untoldRestricting the free expression of ideas selfcensorship such cultural exchange makes no senseThe sad thing is money buys human dignity university professors choose to remain silent universities sell their souls,"free,sad,dignity,silent",positive
3505.0,ProgressAlberta Unless we stop them the oil and gas industry is going commit the biggest dine and dash in history on the people of Alb,,neutral
3506.0,BBCWorld Why has coronavirus hit African Americans so hard,hard,negative
3507.0,RepMattGaetz 13000000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
3508.0,I would like to announce that Im 110 committed to St Ambrose University to continue my academic and athletic career Go Bees SAUMensHoops,like,positive
3509.0,TimDotChoi HMCSFredericton is I think the first Halifax to be deployed with the new Remote Weapons System installed right Comd,right,positive
3510.0,Gorjok12 Excited to announce that next season I will be playing for Coach Croy and his staff at California Baptist University I am e,Excited,positive
3511.0,JodiB902 Wouldnt it be better for the person to not collect social assistance for the 4 months and to collect the CERB They would re,better,positive
3512.0,ricocheten In the global battle for personal protective equipment how can Canada square its demands for access with the restrictions,protective,positive
3513.0,QJohnAugustus Patriots from Canada at the readyWWG1WGA WWG1WGAWORLDWIDE GREATAWAKENING QANON,,neutral
3514.0,TobyGoldbach porterthereport CPHOCanada thats disappointing,disappointing,negative
3515.0,alphacentauriii Thread on HK Polices siege of Hong Kong Polytechnic University HK Polices indiscriminate use of force and a,"siege,indiscriminate",negative
3516.0,oh shiz nvm martial law is already in effect uk australia and Canada certain us states too under particular jargon wow civilwar2,wow,positive
3517.0,StarboyDaSilva According to University of Ghana this can help protect you from covid19,protect,positive
3518.0,Sigabon fire roasted goose spun on string beside wood coals This is the tradition of the Eeyou Cree of Eeyou Istchee Quebec Canada A goose was provided for my elderly widowed mother,,neutral
3519.0,animalcrossing When Zipper and Daisy Mae from AnimalCrossing is trending in Canada AnimalCrossingNewHorizons ACNH,,neutral
